iter	Logloss
918	0.1368139196
919	0.1368098399
920	0.1367973456
921	0.1367850517
922	0.1367673772
923	0.1367527838
924	0.1367372879
925	0.1367323682
926	0.1366994965
927	0.136692036
928	0.1366811047
929	0.1366731691
930	0.1366694766
931	0.1366438544
932	0.1366375376
933	0.1366291039
934	0.1366166736
935	0.1366005092
936	0.1365874321
937	0.1365834479
938	0.1365703959
939	0.1365640085
940	0.136543381
941	0.1365357526
942	0.1365233307
943	0.136513386
944	0.1364986155
945	0.1364873558
946	0.1364779847
947	0.1364693418
948	0.1364608292
949	0.13644872
950	0.1364402595
951	0.1364131069
952	0.1363946435
953	0.1363825089
954	0.1363766292
955	0.1363661056
956	0.1363436691
957	0.1363335417
958	0.1363113575
959	0.1363091391
960	0.1363026991
961	0.1362940383
962	0.1362839789
963	0.1362751023
964	0.136265207
965	0.1362478944
966	0.1362302816
967	0.1362206465
968	0.1362124413
969	0.1361983251
970	0.1361891566
971	0.136171432
972	0.1361624557
973	0.1361507389
974	0.1361336966
975	0.1361264424
976	0.1361209487
977	0.1360940946
978	0.1360844366
979	0.1360805083
980	0.1360655056
981	0.1360584609
982	0.1360473158
983	0.1360335774
984	0.1360226501
985	0.1360130332
986	0.1360006273
987	0.1359846346
988	0.1359713029
989	0.1359597301
990	0.1359526474
991	0.1359386038
992	0.135920848
993	0.1359065921
994	0.1358936763
995	0.135885562
996	0.1358675971
997	0.1358544172
998	0.1358326739
999	0.1358223319
1000	0.1358111705
1001	0.1357972604
1002	0.1357869639
1003	0.1357705041
1004	0.1357521814
1005	0.1357344057
1006	0.1357175776
1007	0.1357044147
1008	0.1356959781
1009	0.1356737529
1010	0.1356671621
1011	0.1356523467
1012	0.1356388481
1013	0.1356284938
1014	0.135616715
1015	0.1356104296
1016	0.1356069402
1017	0.1355978696
1018	0.1355901912
1019	0.1355791135
1020	0.1355685801
1021	0.1355547975
1022	0.1355253455
1023	0.1355114088
1024	0.1355041202
1025	0.1354968549
1026	0.1354815242
1027	0.1354769709
1028	0.1354595585
1029	0.1354477949
1030	0.1354392597
1031	0.1354343991
1032	0.1354166302
1033	0.1354010153
1034	0.1353878073
1035	0.1353740014
1036	0.1353603302
1037	0.1353546788
1038	0.1353451116
1039	0.1353312332
1040	0.1353176299
1041	0.1353124153
1042	0.1353034608
1043	0.1352962711
1044	0.1352899233
1045	0.1352763173
1046	0.1352678388
1047	0.1352607339
1048	0.1352439486
1049	0.13522849
1050	0.1352124903
1051	0.1352041089
1052	0.1351976136
1053	0.1351904315
1054	0.1351793799
1055	0.1351711669
1056	0.1351622214
1057	0.135154285
1058	0.1351429798
1059	0.1351374632
1060	0.1351215767
1061	0.1351026204
1062	0.135097426
1063	0.1350867781
1064	0.1350794157
1065	0.1350742171
1066	0.1350659565
1067	0.1350529654
1068	0.1350481415
1069	0.1350397813
1070	0.1350265419
1071	0.1350207528
1072	0.1350119244
1073	0.1350028704
1074	0.1349955389
1075	0.1349849112
1076	0.1349673074
1077	0.1349569016
1078	0.1349473522
1079	0.1349316279
1080	0.1349226211
1081	0.1349224675
1082	0.1349132856
1083	0.1349096368
1084	0.1348945246
1085	0.1348899878
1086	0.1348729354
1087	0.134861114
1088	0.1348488294
1089	0.1348307739
1090	0.1348184682
1091	0.1348129283
1092	0.134807544
1093	0.1348054836
1094	0.1347952649
1095	0.1347801761
1096	0.1347714423
1097	0.1347573269
1098	0.1347414963
1099	0.1347349963
1100	0.1347150244
1101	0.1347019741
1102	0.1346959268
1103	0.1346899942
1104	0.1346812605
1105	0.1346771598
1106	0.134668271
1107	0.1346499294
1108	0.1346467864
1109	0.134640104
1110	0.1346281794
1111	0.1346082593
1112	0.1345984956
1113	0.1345908712
1114	0.1345788209
1115	0.1345721899
1116	0.1345622439
1117	0.1345446376
1118	0.1345268954
1119	0.1345132188
1120	0.1345071063
1121	0.1345014924
1122	0.1344893416
1123	0.1344852889
1124	0.1344810624
1125	0.1344706401
1126	0.1344624817
1127	0.1344539409
1128	0.1344452967
1129	0.1344301528
1130	0.1344205306
1131	0.1344126734
1132	0.1344102345
1133	0.1344035196
1134	0.1343973291
1135	0.1343900661
1136	0.1343805656
1137	0.1343731431
1138	0.1343709036
1139	0.1343562514
1140	0.1343494255
1141	0.1343445515
1142	0.1343384008
1143	0.1343293893
1144	0.1343139751
1145	0.1343049711
1146	0.1342992919
1147	0.1342935501
1148	0.1342858376
1149	0.134272594
1150	0.1342684078
1151	0.1342628511
1152	0.1342475272
1153	0.1342376775
1154	0.134225392
1155	0.1342037417
1156	0.1342002783
1157	0.1341887961
1158	0.1341696679
1159	0.1341578929
1160	0.1341467389
1161	0.1341387168
1162	0.1341275891
1163	0.1341201593
1164	0.1341074861
1165	0.1340981292
1166	0.1340958899
1167	0.1340879561
1168	0.1340734859
1169	0.1340683329
1170	0.134061778
1171	0.1340551076
1172	0.1340403742
1173	0.1340299251
1174	0.1340252757
1175	0.1340162835
1176	0.1340053176
1177	0.1339941404
1178	0.1339889612
1179	0.1339792328
1180	0.1339713506
1181	0.1339603237
1182	0.1339502367
1183	0.1339393001
1184	0.1339257798
1185	0.1339130811
1186	0.133905743
1187	0.1338958439
1188	0.1338870521
1189	0.1338768797
1190	0.1338612047
1191	0.1338536813
1192	0.1338413469
1193	0.1338296136
1194	0.1338152068
1195	0.1338059916
1196	0.1337998878
1197	0.1337932227
1198	0.1337889262
1199	0.1337738561
1200	0.1337669409
1201	0.1337610784
1202	0.1337473541
1203	0.1337380764
1204	0.1337301278
1205	0.1337223599
1206	0.1337196863
1207	0.13371316
1208	0.1337000288
1209	0.1336831441
1210	0.1336751374
1211	0.1336636613
1212	0.133652375
1213	0.1336439108
1214	0.1336359444
1215	0.1336269674
1216	0.1336186264
1217	0.1336112005
1218	0.1336069575
1219	0.1335991432
1220	0.1335910966
1221	0.1335854149
1222	0.1335765426
1223	0.1335672027
1224	0.1335596756
1225	0.1335543007
1226	0.1335479446
1227	0.1335432349
1228	0.1335368361
1229	0.1335281081
1230	0.1335157198
1231	0.1335048943
1232	0.1334893154
1233	0.1334805644
1234	0.1334711021
1235	0.1334680386
1236	0.1334604384
1237	0.1334568874
1238	0.1334521433
1239	0.1334437798
1240	0.1334314799
1241	0.1334265682
1242	0.1334188384
1243	0.1334060444
1244	0.1333992053
1245	0.133391918
1246	0.1333778726
1247	0.1333647885
1248	0.1333567715
1249	0.1333458728
1250	0.1333370736
1251	0.1333293359
1252	0.1333219484
1253	0.1333171462
1254	0.1333131804
1255	0.1333052228
1256	0.1332895177
1257	0.1332850608
1258	0.1332789266
1259	0.1332725829
1260	0.1332638099
1261	0.1332526253
1262	0.1332457893
1263	0.1332365647
1264	0.1332315245
1265	0.1332234509
1266	0.133220885
1267	0.1332099265
1268	0.1332026599
1269	0.1331945377
1270	0.133185486
1271	0.1331767719
1272	0.1331729061
1273	0.1331646515
1274	0.1331594755
1275	0.1331557559
1276	0.1331507322
1277	0.1331441289
1278	0.1331373168
1279	0.1331328454
1280	0.1331277482
1281	0.1331222014
1282	0.133114698
1283	0.1331106786
1284	0.1330899472
1285	0.1330863238
1286	0.1330742952
1287	0.1330630749
1288	0.1330528607
1289	0.1330465739
1290	0.1330360257
1291	0.1330265834
1292	0.1330047851
1293	0.1330008469
1294	0.1329948168
1295	0.1329879788
1296	0.1329705786
1297	0.1329542985
1298	0.1329442981
1299	0.132939617
1300	0.1329289087
1301	0.1329176275
1302	0.1329027968
1303	0.1328924404
1304	0.1328815218
1305	0.1328741451
1306	0.1328701325
1307	0.1328509286
1308	0.1328447312
1309	0.1328280536
1310	0.1328182795
1311	0.1328166249
1312	0.1328098721
1313	0.1327912733
1314	0.1327804673
1315	0.1327743427
1316	0.1327664441
1317	0.1327565433
1318	0.1327460756
1319	0.1327368226
1320	0.1327299951
1321	0.1327242691
1322	0.1327072287
1323	0.1326968635
1324	0.1326879787
1325	0.132682375
1326	0.1326698527
1327	0.132660974
1328	0.1326544787
1329	0.1326428035
1330	0.1326333282
1331	0.1326277585
1332	0.1326196156
1333	0.1326169141
1334	0.1326004088
1335	0.1325923129
1336	0.1325819323
1337	0.132573342
1338	0.1325679305
1339	0.1325567013
1340	0.1325448722
1341	0.1325408053
1342	0.1325310825
1343	0.1325205017
1344	0.1325084613
1345	0.1325054577
1346	0.1325004547
1347	0.1324970472
1348	0.1324873679
1349	0.1324771701
1350	0.1324639646
1351	0.1324504344
1352	0.1324433143
1353	0.1324353983
1354	0.1324291522
1355	0.1324241426
1356	0.1324214167
1357	0.1324114929
1358	0.1324041452
1359	0.1323993753
1360	0.1323918349
1361	0.1323770331
1362	0.1323733359
1363	0.1323671616
1364	0.1323647321
1365	0.1323555423
1366	0.1323484298
1367	0.1323357869
1368	0.132317977
1369	0.1323159808
1370	0.1323102019
1371	0.1322967534
1372	0.1322840105
1373	0.132278648
1374	0.1322715485
1375	0.1322629945
1376	0.1322549919
1377	0.1322511603
1378	0.1322474467
1379	0.1322368136
1380	0.1322334052
1381	0.1322190188
1382	0.1322141489
1383	0.1322036663
1384	0.1321961339
1385	0.1321869123
1386	0.1321807574
1387	0.1321696106
1388	0.1321617078
1389	0.1321539854
1390	0.1321402924
1391	0.1321310541
1392	0.1321275064
1393	0.1321178819
1394	0.1321113266
1395	0.1321015657
1396	0.1320881829
1397	0.132080412
1398	0.1320786489
1399	0.1320699218
1400	0.1320673375
1401	0.1320529858
1402	0.1320433234
1403	0.1320293795
1404	0.1320269058
1405	0.1320216825
1406	0.1320156499
1407	0.1320003718
1408	0.1319951726
1409	0.1319932971
1410	0.1319780079
1411	0.1319669553
1412	0.1319581894
1413	0.1319496392
1414	0.1319380261
1415	0.1319269302
1416	0.1319177301
1417	0.1319132835
1418	0.1319112427
1419	0.1319056136
1420	0.1319003548
1421	0.1318952219
1422	0.1318893657
1423	0.1318847288
1424	0.1318738822
1425	0.1318632888
1426	0.1318588931
1427	0.131851239
1428	0.1318380681
1429	0.1318271971
1430	0.1318235354
1431	0.1318203889
1432	0.1318138818
1433	0.1318014159
1434	0.131787493
1435	0.1317749581
1436	0.1317713696
1437	0.131763266
1438	0.1317578011
1439	0.1317478887
1440	0.1317391852
1441	0.1317269993
1442	0.1317209207
1443	0.1317097546
1444	0.1317059622
1445	0.1317018415
1446	0.13169458
1447	0.1316905809
1448	0.131681682
1449	0.1316744933
1450	0.1316612217
1451	0.1316478482
1452	0.1316451611
1453	0.1316393881
1454	0.1316316798
1455	0.1316231976
1456	0.1316188903
1457	0.1316151322
1458	0.131596664
1459	0.1315851938
1460	0.1315768976
1461	0.1315680262
1462	0.1315571799
1463	0.1315464439
1464	0.1315402001
1465	0.1315340061
1466	0.1315235269
1467	0.1315144414
1468	0.1315115916
1469	0.1315023773
1470	0.131488352
1471	0.1314741198
1472	0.1314697687
1473	0.1314654797
1474	0.1314598108
1475	0.1314502669
1476	0.1314423445
1477	0.1314298922
1478	0.1314200639
1479	0.1314141089
1480	0.1314004556
1481	0.1313915421
1482	0.1313863841
1483	0.131374326
1484	0.1313644192
1485	0.1313595089
1486	0.1313514159
1487	0.1313420027
1488	0.1313367225
1489	0.1313224948
1490	0.1313156019
1491	0.1313082536
1492	0.1313031368
1493	0.1312989361
1494	0.1312908325
1495	0.1312808294
1496	0.1312739042
1497	0.1312687136
1498	0.1312623752
1499	0.1312589295
